0.0_naked;0.0_naked
0.3_summer-leisure/short-tshirt;0.3_summer-leisure/short-tshirt
0.5_summer-work/pant-polo-shoes;0.5_summer-work/pant-polo-shoes
0.7_medium/pant-shirt-shoes;0.7_medium/pant-shirt-shoes
1.0_winter/pant-jumper-shirt-shoes;1.0_winter/pant-jumper-shirt-shoes
1.2_winter/suit;1.2_winter/suit
1.5_winter/with coat;1.5_winter/with coat
2.2_winter/with goose down;2.2_winter/with goose down
