walking_strolling;walking_strolling
walking_average_pace;walking_average_pace
walking_brisk;walking_brisk
running_jogging;running_jogging
supported_wheelchair/cane;supported_wheelchair/cane
carried_wheels;carried_wheels
rolling_skateboard/rollerblades;rolling_skateboard/rollerblades
bicyclist_individual;bicyclist_individual
